datum,max_temp,min_temp,gem_temp,neerslag_mm,max_windsnelheid,gem_windsnelheid,dorp,data_bron,etl_timestamp,jaar,maand,jaar_maand
2015-01-01,5.1,1.8,3.3,0.5,40.6,28.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-02,9.7,4.9,7.0,5.4,45.3,38.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-03,5.8,4.0,5.1,1.5,33.5,25.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-04,6.6,2.7,4.9,0.0,27.1,20.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-05,4.1,2.3,3.4,0.0,19.8,17.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-06,5.8,2.0,3.3,0.6,22.7,16.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-07,6.3,3.2,4.7,0.0,33.2,22.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-08,7.5,3.5,6.3,12.2,34.2,28.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-09,10.7,5.5,8.2,4.7,52.4,37.9,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-10,11.4,5.3,9.0,3.2,51.6,44.4,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-11,6.5,4.2,5.3,1.1,46.0,40.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-12,9.6,6.6,8.2,6.4,46.5,39.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-13,9.8,6.2,8.3,17.6,41.9,29.4,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-14,5.9,2.8,4.2,2.9,32.6,27.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-15,9.3,3.6,7.2,9.9,46.5,37.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-16,6.9,4.7,5.8,1.6,44.0,27.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-17,5.0,1.6,3.2,1.1,27.9,20.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-18,2.5,1.0,1.8,5.6,23.5,14.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-19,2.6,0.4,1.3,1.2,5.5,2.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-20,2.6,-0.5,0.9,0.0,10.2,8.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-21,1.9,-0.8,0.5,0.0,18.0,14.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-22,0.9,-2.1,-0.6,0.0,21.9,17.4,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-23,1.3,-2.0,-0.6,0.0,23.7,10.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-24,4.9,-1.6,1.8,7.1,30.2,22.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-25,5.2,2.4,3.8,1.0,17.5,13.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-26,6.8,4.1,5.1,1.5,30.9,22.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-27,6.2,3.3,4.5,0.0,26.5,19.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-28,6.1,3.7,4.7,7.7,46.1,32.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-29,3.3,0.4,2.0,7.2,38.8,26.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-30,4.1,0.5,1.7,0.8,18.1,14.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-01-31,4.0,-0.0,1.9,0.1,18.5,12.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,1,2015-01
2015-02-01,4.6,-1.0,1.5,0.0,16.9,12.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-02,4.4,0.8,2.4,0.1,21.8,17.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-03,4.9,0.0,1.7,0.0,15.3,11.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-04,3.4,-1.0,0.5,0.2,13.4,9.9,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-05,1.6,-2.2,-0.6,0.3,20.5,14.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-06,1.2,-1.8,-0.8,0.0,23.4,20.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-07,5.8,-2.5,2.2,0.0,30.8,15.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-08,5.7,3.0,4.5,0.0,33.4,25.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-09,6.8,4.5,5.8,0.0,26.2,22.9,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-10,6.7,3.7,5.4,0.0,20.0,13.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-11,5.8,2.4,4.0,0.0,12.0,7.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-12,4.7,0.7,2.8,0.0,12.9,7.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-13,8.4,-0.2,4.0,0.0,26.5,19.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-14,9.1,3.3,5.7,0.0,22.8,17.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-15,4.5,-0.0,2.3,0.0,24.5,18.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-16,7.1,-1.2,2.3,0.0,12.2,10.4,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-17,7.1,1.7,3.9,0.1,17.7,11.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-18,5.0,0.2,2.2,0.0,23.2,17.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-19,5.3,0.7,3.1,0.0,31.4,27.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-20,6.1,3.1,4.9,14.2,32.1,20.4,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-21,5.0,1.7,3.4,7.4,21.4,15.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-22,6.2,0.6,3.4,0.7,40.0,20.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-23,8.1,2.2,5.0,6.0,40.2,28.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-24,6.8,3.4,4.7,2.3,34.7,28.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-25,6.0,2.0,4.0,2.7,22.1,15.4,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-26,7.2,3.1,5.3,6.0,28.8,19.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-27,6.2,2.1,4.7,1.1,23.1,17.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-02-28,7.6,1.1,4.3,0.0,35.3,24.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,2,2015-02
2015-03-01,8.7,5.8,7.2,4.5,39.5,33.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-02,6.6,3.1,4.7,5.9,40.7,34.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-03,4.9,2.8,3.8,4.3,33.5,25.4,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-04,6.4,2.9,4.5,1.0,33.4,27.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-05,7.8,3.0,5.1,0.0,19.2,16.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-06,8.7,4.4,6.1,0.0,23.4,17.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-07,11.2,4.7,7.5,0.0,28.5,25.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-08,12.2,5.1,8.0,0.0,25.8,20.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-09,11.5,4.2,8.2,0.4,20.9,12.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-10,9.2,4.0,7.5,0.3,23.2,16.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-11,8.1,1.1,4.6,0.0,10.5,6.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-12,10.2,0.8,4.9,0.0,20.4,13.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-13,5.3,1.0,3.5,0.0,22.5,19.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-14,6.5,1.5,3.9,0.1,24.1,19.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-15,7.7,3.5,5.5,0.0,24.1,21.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-16,11.4,3.8,7.2,0.0,19.4,16.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-17,14.0,2.9,8.1,0.0,12.9,10.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-18,11.7,2.3,7.1,0.0,20.9,12.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-19,12.3,4.7,7.6,0.0,16.9,12.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-20,6.9,2.8,4.5,0.0,17.7,10.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-21,8.6,4.3,6.0,5.3,29.5,22.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-22,6.8,1.6,4.0,0.0,26.4,16.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-23,7.2,1.1,4.3,0.0,17.9,13.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-24,9.4,3.5,6.0,0.0,13.3,8.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-25,7.0,4.5,5.4,7.7,16.7,13.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-26,6.3,3.2,4.8,4.2,30.4,20.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-27,7.9,4.4,6.3,1.4,35.1,26.4,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-28,9.6,2.7,6.4,2.2,32.6,22.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-29,9.4,6.2,8.5,10.3,48.6,35.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-30,7.2,5.4,6.3,4.0,45.0,36.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-03-31,9.3,4.8,7.3,12.2,60.9,47.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,3,2015-03
2015-04-01,6.9,4.1,5.4,5.8,43.6,37.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-02,7.1,3.5,5.5,4.8,42.6,31.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-03,8.4,4.0,6.2,0.0,18.4,10.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-04,7.1,3.2,5.0,0.5,24.1,16.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-05,8.7,2.1,5.2,0.0,16.4,11.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-06,10.8,4.1,7.6,0.0,15.9,9.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-07,9.6,4.9,7.1,0.0,20.5,13.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-08,10.9,4.8,7.9,0.0,11.9,6.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-09,14.5,7.2,10.4,0.0,11.9,8.9,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-10,16.8,4.9,11.1,0.0,9.2,6.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-11,13.4,6.0,9.6,3.1,36.7,22.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-12,12.9,4.9,9.3,0.2,38.2,24.9,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-13,10.1,5.5,7.8,0.9,30.1,16.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-14,14.5,5.6,10.0,0.0,25.2,18.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-15,17.1,8.3,11.4,0.0,23.5,18.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-16,11.3,6.1,8.7,0.0,18.5,12.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-17,10.0,5.4,7.7,0.0,21.5,16.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-18,12.3,5.1,8.3,0.0,20.5,15.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-19,11.5,5.2,8.2,0.0,16.0,9.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-20,14.7,5.0,9.5,0.0,18.4,14.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-21,12.9,5.9,9.0,0.0,21.6,16.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-22,11.4,6.5,8.9,0.0,28.9,18.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-23,11.9,4.9,8.4,0.0,10.1,7.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-24,16.6,4.1,10.7,0.0,17.4,10.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-25,14.4,10.0,11.5,5.6,23.4,18.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-26,10.7,7.1,9.4,2.6,17.4,13.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-27,10.1,4.5,7.4,0.0,22.0,16.9,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-28,9.4,1.3,6.1,0.4,26.3,17.9,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-29,12.3,4.7,8.5,2.5,27.2,20.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-04-30,11.6,6.2,8.7,2.4,26.6,19.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,4,2015-04
2015-05-01,10.4,6.3,8.3,0.0,20.1,15.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-02,12.1,5.5,8.8,0.0,22.7,8.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-03,15.9,7.6,11.7,3.6,29.1,23.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-04,15.5,10.6,13.5,0.2,31.6,20.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-05,19.8,12.0,15.4,12.2,43.3,29.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-06,14.3,10.4,12.1,3.9,38.2,29.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-07,13.4,8.3,11.3,2.3,39.3,22.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-08,16.4,8.2,12.6,0.6,15.6,7.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-09,13.9,9.5,12.5,4.0,38.2,29.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-10,16.9,8.5,12.4,0.0,27.2,13.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-11,22.8,11.9,16.3,0.0,22.0,16.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-12,14.9,11.7,13.2,0.8,31.0,19.4,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-13,14.1,8.6,11.8,0.0,20.1,18.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-14,13.5,8.2,10.6,0.0,22.0,11.9,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-15,11.5,6.4,9.0,0.0,18.6,13.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-16,13.1,7.2,10.0,0.6,27.9,20.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-17,13.3,9.4,11.2,0.6,27.4,19.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-18,13.2,8.6,10.8,2.2,39.0,23.4,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-19,12.3,8.4,10.2,5.9,33.1,24.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-20,12.4,7.5,10.0,2.3,23.8,19.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-21,14.5,8.8,11.5,1.0,20.8,15.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-22,17.7,9.8,13.6,0.0,18.0,13.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-23,13.8,9.2,11.9,0.2,20.2,14.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-24,16.5,6.7,11.6,0.1,15.5,8.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-25,12.8,10.0,11.6,0.1,20.6,14.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-26,12.7,8.7,10.7,0.9,26.8,19.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-27,15.4,9.2,12.3,0.8,18.6,12.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-28,13.9,10.1,12.3,0.9,28.9,21.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-29,14.3,8.8,11.4,3.0,36.1,23.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-30,12.5,8.5,10.6,3.7,30.4,21.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-05-31,16.5,8.7,12.4,9.9,32.4,23.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,5,2015-05
2015-06-01,14.9,9.7,12.5,0.0,21.7,18.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-02,16.7,11.7,14.1,2.0,43.8,37.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-03,15.5,11.1,13.8,0.4,35.6,22.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-04,18.9,7.2,14.4,0.0,18.4,9.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-05,28.2,13.3,20.2,0.2,18.4,14.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-06,17.8,13.1,15.4,0.0,22.7,19.9,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-07,15.9,11.0,13.7,0.0,20.0,15.4,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-08,14.4,9.7,12.2,0.0,23.7,18.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-09,14.4,9.4,11.8,0.0,21.1,18.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-10,18.1,10.8,14.3,0.0,23.9,18.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-11,20.9,9.8,15.6,0.0,23.4,18.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-12,24.2,12.5,18.8,0.0,21.2,13.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-13,18.9,14.5,17.4,2.1,33.3,21.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-14,16.0,12.1,14.3,0.0,20.5,13.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-15,15.1,10.0,12.2,0.0,19.9,16.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-16,14.6,9.2,12.1,0.7,14.7,9.4,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-17,21.0,8.4,15.0,2.9,27.4,18.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-18,15.2,11.9,14.0,0.5,28.4,22.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-19,14.6,11.4,12.7,3.1,25.7,20.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-20,14.7,11.1,13.0,1.8,15.9,12.9,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-21,16.4,12.2,14.0,5.9,22.6,15.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-22,14.6,10.5,12.7,7.4,18.7,15.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-23,14.6,10.3,12.4,4.1,31.1,20.3,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-24,18.7,12.0,14.9,0.3,24.1,16.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-25,20.5,13.8,16.9,0.0,16.1,12.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-26,22.3,13.6,18.3,1.5,17.9,6.2,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-27,18.8,14.4,17.0,0.0,24.7,17.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-28,19.6,13.2,16.6,3.3,15.6,9.9,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-29,20.2,15.0,17.6,0.1,15.3,10.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-06-30,23.6,11.6,18.5,0.0,20.3,10.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,6,2015-06
2015-07-01,29.4,16.4,23.0,0.0,21.7,18.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,7,2015-07
2015-07-02,33.0,19.7,25.3,18.0,22.2,16.9,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,7,2015-07
2015-07-03,24.9,18.5,22.3,2.7,18.4,9.9,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,7,2015-07
2015-07-04,29.2,20.0,23.9,0.0,21.4,16.0,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,7,2015-07
2015-07-05,23.5,17.5,20.3,8.0,29.3,12.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,7,2015-07
2015-07-06,20.4,15.6,18.3,0.0,27.7,18.6,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,7,2015-07
2015-07-07,24.9,15.0,19.7,2.2,31.4,16.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,7,2015-07
2015-07-08,17.5,14.1,15.8,4.4,30.0,26.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,7,2015-07
2015-07-09,15.3,12.4,14.0,0.5,31.6,26.5,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,7,2015-07
2015-07-10,20.3,11.9,16.1,0.0,18.0,12.8,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,7,2015-07
2015-07-11,25.0,14.6,18.9,0.4,21.3,13.7,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,7,2015-07
2015-07-12,19.2,16.0,17.5,3.0,25.0,18.1,Emmeloord,Open-Meteo,2025-12-24T13:24:55.470493,2015,7,2015-07
